0.18006795016987542,
4002,2
4005,3
4007,2
4008,-1
4009,-1
4010,1
4011,5
4013,3
4014,5
4017,3
4018,3
4019,3
4020,1
4021,5
4022,5
4023,5
4024,2
4025,-1
4026,3
4027,3
4028,4
4029,3
4030,-1
4031,5
4032,-1
4034,-1
4035,2
4036,-1
4037,3
4039,3
4040,5
4041,-1
4043,5
4044,2
4046,3
4047,2
4048,3
4050,2
4051,2
4052,3
4053,2
4056,3
4057,5
4058,3
4059,2
4060,-1
4061,3
4062,3
4063,2
4065,5
4066,3
4067,3
4068,3
4069,2
4070,3
4071,3
4072,1
4073,3
4074,5
4075,3
4076,5
4077,1
4078,3
4079,3
4080,2
4081,-1
4082,5
4083,-1
4084,3
4085,2
4086,3
4087,2
4088,2
4089,4
4090,3
4091,3
4092,3
4093,3
4094,3
4095,-1
4096,-1
4097,3
4098,-1
4099,3
4100,2
4101,-1
4102,3
4103,5
4104,3
4105,3
4107,2
4108,2
4109,3
4110,2
4111,3
4112,3
4113,3
4114,2
4115,2
4116,5
4117,3
4118,-1
4119,3
4120,3
4121,3
4122,3
4123,3
4124,4
4125,3
4126,3
4127,-1
4128,2
4129,2
4130,2
4131,-1
4132,3
4133,3
4134,3
4135,2
4136,3
4137,3
4139,3
4140,2
4141,2
4142,3
4143,3
4144,3
4145,2
4146,3
4147,3
4149,3
4150,3
4151,2
4152,-1
4153,2
4155,3
4156,5
4157,2
4158,3
4159,2
4160,2
4161,3
4162,3
4163,3
4164,3
4165,3
4166,2
4167,2
4168,1
4169,-1
4170,2
4171,2
4172,3
4173,1
4174,3
4175,1
4178,3
4180,2
4181,3
4182,-1
4184,4
4185,1
4187,3
4188,3
4189,3
4191,2
4192,3
4193,2
4194,-1
4195,5
4196,2
4197,5
4198,3
4200,1
4201,4
4202,3
4203,3
4204,3
4205,1
4206,3
4207,-1
4208,3
4209,2
4212,2
4213,3
4214,3
4215,3
4217,5
4218,3
4219,3
4220,3
4221,3
4222,2
4223,2
4224,-1
4226,2
4227,3
4229,-1
4230,2
4231,3
4232,3
4233,-1
4234,3
4235,-1
4236,2
4237,2
4238,4
4239,3
4240,3
4241,3
4242,1
4244,2
4247,3
4248,2
4249,4
4250,-1
4251,5
4252,5
4253,3
4255,3
4256,3
4257,3
4258,2
4260,3
4261,-1
4264,-1
4265,3
4266,3
4267,3
4268,2
4269,2
4270,3
4271,3
4272,5
4273,2
4274,3
4275,3
4276,3
4277,2
4278,2
4279,-1
4281,2
4282,3
4284,2
4285,1
4286,1
4287,3
4288,2
4289,2
4290,3
4291,3
4292,1
4293,2
4295,3
4296,-1
4297,2
4298,-1
4299,3
4300,-1
4301,2
4303,3
4304,2
4305,-1
4306,-1
4307,3
4308,3
4310,3
4312,2
4313,3
4314,5
4315,1
4316,3
4317,2
4318,2
4321,3
4322,5
4323,3
4326,3
4327,2
4328,2
4329,3
4330,2
4332,3
4333,3
4334,3
4335,3
4336,3
4337,3
4338,3
4339,3
4340,3
4341,2
4342,5
4343,3
4344,2
4345,1
4347,2
4348,-1
4349,-1
4350,2
4351,2
4352,3
4353,3
4354,3
4355,1
4356,2
4357,1
4358,3
4359,1
4360,3
4361,3
4362,2
4363,2
4364,2
4365,4
4366,3
4368,-1
4369,2
4370,3
4371,2
4372,2
4373,5
4374,1
4375,3
4376,5
4378,3
4379,2
4381,5
4382,1
4383,3
4385,3
4386,3
4387,2
4388,-1
4389,4
4390,3
4391,-1
4392,5
4393,2
4394,2
4395,5
4396,3
4398,2
4399,2
4400,2
4401,3
4402,-1
4403,5
4404,5
4405,5
4406,-1
4407,1
4409,3
4410,3
4411,3
4412,1
4414,3
4415,2
4416,3
4417,3
4418,3
4419,-1
4420,3
4421,5
4422,3
4423,3
4424,3
4425,3
4426,2
4428,2
4429,-1
4430,2
4431,-1
4432,3
4433,3
4434,1
4435,3
4436,3
4437,5
4438,3
4439,2
4440,2
4441,3
4442,2
4443,3
4444,-1
4445,5
4446,3
4447,3
4448,2
4449,3
4450,3
4451,2
4452,3
4453,3
4454,3
4455,-1
4456,-1
4457,3
4458,5
4459,2
4460,3
4461,3
4463,2
4464,3
4465,1
4466,3
4467,-1
4469,3
4470,1
4471,2
4472,2
4474,3
4475,1
4476,2
4477,3
4478,3
4479,3
4480,3
4481,3
4482,-1
4483,3
4484,3
4485,1
4486,3
4487,3
4488,3
4490,3
4491,2
4492,2
4493,2
4494,2
4495,3
4496,3
4497,3
4498,-1
4499,3
4500,1
4501,3
4502,3
4503,3
4504,3
4505,5
4507,-1
4508,3
4509,3
4510,3
4512,3
4514,2
4515,-1
4516,-1
4517,3
4518,3
4519,2
4520,1
4521,5
4522,-1
4523,2
4525,2
4526,4
4528,3
4529,-1
4530,4
4531,3
4532,3
4533,3
4534,5
4535,2
4536,3
4537,3
4538,2
4539,2
4540,4
4543,5
4544,3
4545,-1
4546,2
4547,2
4548,5
4550,3
4551,2
4552,2
4553,-1
4554,3
4555,-1
4556,3
4557,5
4558,3
4559,3
4560,2
4561,2
4563,2
4564,5
4565,1
4566,2
4567,3
4568,5
4569,3
4570,1
4571,5
4572,2
4573,3
4574,3
4576,2
4578,-1
4579,2
4580,-1
4581,4
4582,3
4583,3
4585,3
4586,-1
4587,3
4588,-1
4589,3
4590,3
4592,2
4593,3
4594,2
4596,5
4597,2
4598,3
4599,2
4600,5
4601,3
4602,3
4603,2
4605,3
4606,3
4607,3
4608,2
4609,5
4610,2
4611,3
4612,3
4613,-1
4614,5
4615,5
4616,2
4617,2
4618,1
4619,3
4621,2
4623,1
4625,3
4627,2
4628,2
4629,5
4631,1
4632,3
4633,5
4634,3
4635,3
4636,2
4637,5
4638,3
4639,3
4640,-1
4641,3
4642,3
4644,3
4645,3
4646,-1
4648,1
4649,3
4650,3
4651,2
4652,-1
4653,1
4655,5
4656,2
4657,3
4658,2
4659,3
4660,3
4661,3
4663,2
4664,-1
4668,3
4671,5
4672,3
4673,2
4674,3
4675,4
4677,-1
4678,3
4679,2
4680,5
4681,3
4682,-1
4683,3
4684,-1
4685,3
4686,3
4687,3
4688,3
4689,3
4690,2
4691,2
4692,1
4693,3
4694,5
4695,3
4696,2
4697,2
4698,2
4699,3
4700,3
4701,3
4702,3
4703,2
4704,3
4705,2
4706,1
4709,3
4710,5
4712,2
4713,2
4714,-1
4715,-1
4717,3
4718,3
4719,4
4720,3
4721,3
4724,1
4725,3
4726,3
4727,3
4728,3
4730,2
4731,-1
4732,3
4733,3
4734,3
4735,3
4736,2
4737,3
4738,3
4739,2
4740,3
4741,3
4742,3
4743,3
4744,-1
4745,2
4746,3
4747,3
4748,1
4749,3
4751,3
4752,3
4753,2
4754,1
4755,3
4756,3
4757,3
4758,2
4759,2
4760,3
4761,5
4762,2
4763,2
4765,-1
4766,3
4767,3
4768,-1
4770,2
4771,3
4772,3
4773,3
4774,2
4775,3
4776,5
4777,1
4779,3
4780,2
4781,3
4782,-1
4783,3
4784,5
4785,-1
4786,-1
4787,-1
4788,3
4789,-1
4790,3
4791,5
4792,3
4793,3
4794,1
4795,2
4796,3
4797,3
4798,3
4799,-1
4800,-1
4801,3
4802,3
4803,-1
4806,3
4807,3
4808,2
4809,3
4810,1
4811,1
4812,1
4813,-1
4815,3
4816,2
4817,2
4818,3
4819,1
4820,3
4821,3
4822,3
4823,3
4824,3
4825,3
4826,2
4827,2
4828,2
4829,3
4830,2
4831,-1
4832,3
4834,3
4835,5
4837,2
4838,4
4839,3
4840,3
4841,3
4842,1
4843,5
4844,2
4845,3
4846,2
4847,3
4848,-1
4849,2
4850,5
4851,5
4852,2
4853,3
4854,2
4855,3
4856,2
4858,2
4859,3
4860,3
4861,-1
4862,2
4863,3
4864,3
4865,3
4866,2
4867,3
4868,3
4869,2
4870,3
4872,3
4873,2
4874,3
4876,2
4877,3
4878,3
4879,2
4880,5
4881,5
4882,-1
4883,2
4884,1
4885,5
4886,3
4887,2
4888,2
4889,5
4890,-1
4891,3
4892,-1
4893,3
4894,3
4895,3
4896,2
4897,-1
4898,3
4899,3
4900,3
4901,3
4902,1
4903,-1
4905,5
4906,5
4907,2
4908,-1
4909,3
4910,2
4911,-1
4913,5
4914,2
4915,3
4916,1
4917,5
4918,3
4919,2
4920,3
4921,5
4922,5
4923,5
4924,3
4925,-1
4926,3
4927,2
4928,2
4929,3
4930,3
4931,-1
4932,3
4933,3
4934,1
4935,3
4936,3
4937,3
4938,-1
4939,-1
4940,3
4941,-1
4942,3
4943,2
4944,-1
4945,3
4946,-1
4947,3
4948,3
4949,3
4950,-1
4951,1
4952,3
4953,1
4954,3
4955,-1
4956,2
4957,3
4958,2
4959,2
4961,3
4962,2
4963,5
4964,-1
4965,-1
4966,2
4967,2
4968,2
4969,3
4970,2
4971,3
4972,-1
4973,3
4974,2
4975,2
4977,5
4978,2
4979,-1
4980,2
4981,3
4982,5
4983,3
4984,5
4985,-1
4986,-1
4988,2
4989,5
4990,5
4991,2
4992,3
4993,3
4994,2
4995,3
4996,-1
4997,2
4998,2
4999,3
